Site_Code,Site_Name,Site_Status,Country,CP2 Region,Area_ha,Longitude,Latitude,Established_Date,Agency,WDPA_Code,source_file,mpa_type,load_timestamp,Pre-Designation Code,Non-marine interest features,cSAC Established Date,SCI Confirmation Date,SAC Designation Date
UK0017072,Berwickshire and North Northumberland Coast,SAC,England inshore & Scotland inshore,Northern North Sea,65226.12,-1.672222222,55.65388889,,NE and SNH,555556933.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-1996,01-12-2004,01-04-2005
UK0017073,Solent and Isle of Wight Lagoons,SAC,England inshore,Eastern Channel,37.93,-1.136944444,50.775,,NE,555535853.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-1996,01-12-2004,01-04-2005
UK0017074,Loch Roag Lagoons,SAC,Scotland inshore,Scottish Continental Shelf,43.14,-6.875,58.23333333,,SNH,555535854.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-1996,01-12-2004,01-03-2005
UK0017075,The Wash and North Norfolk Coast,SAC,England inshore,Southern North Sea,107718.0,0.318055556,52.93694444,,NE,555557205.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-10-1996,01-12-2004,01-04-2005
UK0017076,Chesil and the Fleet,SAC,England inshore,Eastern Channel,1634.91,-2.522777778,50.61305556,,NE,555556950.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-10-1996,01-12-2004,01-04-2005
UK0017077,"Lochs Duich, Long and Alsh Reefs",SAC,Scotland inshore,Minches and Western Scotland,2373.01,-5.575,57.275,,SNH,555557069.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-06-1999,01-12-2004,01-03-2005
UK0017096,Faray and Holm of Faray,SAC,Scotland inshore,Scottish Continental Shelf,781.33,-2.825,59.225,,SNH,555556990.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-1998,01-12-2004,01-03-2005
UK0017101,Obain Loch Euphoirt,SAC,Scotland inshore,Minches and Western Scotland,348.28,-7.191666667,57.53611111,,SNH,555535860.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-1996,01-12-2004,01-03-2005
UK0019793,Hascosay,SAC,Scotland inshore,Northern North Sea,164.67,-0.9875,60.6125,,SNH,555535879.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-06-1995,01-12-2004,01-03-2005
UK0019802,Sound of Arisaig (Loch Ailort to Loch Ceann Traigh),SAC,Scotland inshore,Minches and Western Scotland,4544.27,-5.870833333,56.80833333,,SNH,555557167.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-1996,01-12-2004,01-03-2005
UK0019803,Sunart,SAC,Scotland inshore,Minches and Western Scotland,10230.22,-5.808333333,56.675,,SNH,555557189.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-10-1996,01-12-2004,01-03-2005
UK0019806,Dornoch Firth and Morrich More,SAC,Scotland inshore,Northern North Sea,8701.22,-4.041666667,57.85,,SNH,555556972.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-01-1996,01-12-2004,01-03-2005
UK0019808,Moray Firth,SAC,Scotland inshore,Northern North Sea,151273.99,-3.725555556,57.81694444,,SNH,555557091.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-1996,01-12-2004,01-03-2005
UK0019838,North Norfolk Coast,SAC,England inshore,Southern North Sea,3148.6,0.610555556,52.96888889,,NE,68253.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-01-1996,01-12-2004,01-04-2005
UK0019839,Moine Mhor,SAC,Scotland inshore,Minches and Western Scotland,1149.02,-5.518055556,56.08055556,,SNH,555787646.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-01-1996,01-12-2004,01-03-2005
UK0020020,Carmarthen Bay and Estuaries/ Bae Caerfyrddin ac Aberoedd,SAC,Wales inshore,Western Channel and Celtic Sea,66092.05,-4.3764,51.6667,,NRW,555786212.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-01-1996,01-12-2004,01-12-2004
UK0020025,Glannau Môn: Cors heli / Anglesey Coast: Saltmarsh,SAC,Wales inshore,Irish Sea,1056.68,-4.421944444,53.16166667,,NRW,555557008.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-06-1995,01-12-2004,01-12-2004
UK0030041,Firth of Lorn,SAC,Scotland inshore,Minches and Western Scotland,20999.35,-5.716666667,56.21666667,,SNH,555556994.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-06-1999,01-12-2004,01-03-2005
UK0030055,Rathlin Island,SAC,Northern Ireland inshore,Minches and Western Scotland,3346.59,-6.216666667,55.3,,DAERA,555557134.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-03-1998,01-12-2004,01-05-2005
UK0030059,Solent Maritime,SAC,England inshore,Eastern Channel,11243.12,-0.927777778,50.79638889,,NE,555557165.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-10-1998,01-12-2004,01-04-2005
UK0030061,South Wight Maritime,SAC,England inshore,Eastern Channel,19866.12,-1.3475,50.59138889,,NE,555557171.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-10-1998,01-12-2004,01-04-2005
UK0030067,South-East Islay Skerries,SAC,Scotland inshore,Minches and Western Scotland,1500.41,-6.061111111,55.65277778,,SNH,555557169.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-09-2001,01-12-2004,01-03-2005
UK0030069,Sanday,SAC,Scotland inshore,Scottish Continental Shelf,10976.97,-2.5,59.28333333,,SNH,555557147.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-06-1999,01-12-2004,01-03-2005
UK0030076,"Alde, Ore and Butley Estuaries",SAC,England inshore,Southern North Sea,1632.63,1.568888889,52.10166667,,NE,555786765.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-01-2001,01-12-2004,01-04-2005
UK0030114,Bae Cemlyn/ Cemlyn Bay,SAC,Wales inshore,Irish Sea,43.17,-4.511111111,53.41166667,,NRW,555637372.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-10-2000,01-12-2004,01-12-2004
UK0030131,Dee Estuary/ Aber Dyfrdwy,SAC,England inshore & Wales inshore,Irish Sea,15805.27,-3.216111111,53.32833333,,NE and NRW,555786723.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-08-2007,01-12-2008,01-12-2009
UK0030154,Glen Beasdale,SAC,Scotland inshore,Minches and Western Scotland,546.37,-5.743,56.896,,SNH,555536043.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-12-2000,01-12-2004,01-03-2005
UK0030170,Humber Estuary,SAC,England inshore,Southern North Sea,36657.15,-0.734722222,53.58916667,,NE,95291.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-08-2007,01-12-2008,01-12-2009
UK0030171,Inverpolly,SAC,Scotland inshore,Minches and Western Scotland,11881.94,-5.1833,58.0639,,SNH,555536060.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-12-2000,01-12-2004,01-03-2005
UK0030172,Isle of May,SAC,Scotland inshore,Northern North Sea,356.64,-2.573611111,56.19027778,,SNH,555557038.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-01-2001,01-12-2004,01-03-2005
UK0030176,Kinloch and Kyleakin Hills,SAC,Scotland inshore,Minches and Western Scotland,5275.63,-5.7292,57.2167,,SNH,555536065.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-03-2001,01-12-2004,01-03-2005
UK0030182,Eileanan agus Sgeiran Lios mor,SAC,Scotland inshore,Minches and Western Scotland,1139.49,-5.4375,56.56805556,,SNH,555786641.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-03-2001,01-12-2004,01-03-2005
UK0030190,Loch Creran,SAC,Scotland inshore,Minches and Western Scotland,1226.48,-5.341666667,56.53222222,,SNH,555583035.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-03-2001,01-12-2004,01-03-2005
UK0030192,Loch Laxford,SAC,Scotland inshore,Minches and Western Scotland,1214.54,-5.084722222,58.40222222,,SNH,555557066.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-03-2001,01-12-2004,01-03-2005
UK0030202,Y Fenai a Bae Conwy/ Menai Strait and Conwy Bay,SAC,Wales inshore,Irish Sea,26501.64,-4.055,53.23444444,,NRW,555786663.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-03-2001,01-12-2004,01-12-2004
UK0030209,Loch Moidart and Loch Shiel Woods,SAC,Scotland inshore,Minches and Western Scotland,1753.04,-5.566666667,56.80972222,,SNH,555557067.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-01-2001,01-12-2004,01-03-2005
UK0030219,Mull Oakwoods,SAC,Scotland inshore,Minches and Western Scotland,1405.46,-5.68,56.4056,,SNH,555536106.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-12-2000,01-12-2004,01-03-2005
UK0030230,"Ascrib, Isay and Dunvegan",SAC,Scotland inshore,Minches and Western Scotland,2577.99,-6.638888889,57.51388889,,SNH,555556919.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-09-2001,01-12-2004,01-03-2005
UK0030231,Ardvar and Loch a' Mhuilinn Woodlands,SAC,Scotland inshore,Minches and Western Scotland,808.1,-5.0847,58.25,,SNH,555536118.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-01-2001,01-12-2004,01-03-2005
UK0030273,Sullom Voe,SAC,Scotland inshore,Scottish Continental Shelf,2691.43,-1.309722222,60.46388889,,SNH,555557187.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-11-2001,01-12-2004,01-03-2005
UK0030287,Tayvallich Juniper and Coast,SAC,Scotland inshore,Minches and Western Scotland,1213.16,-5.6681,55.9806,,SNH,555581116.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-12-2000,01-12-2004,01-03-2005
UK0030289,Treshnish Isles,SAC,Scotland inshore,Minches and Western Scotland,1962.66,-6.406666667,56.5,,SNH,555557214.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-03-2001,01-12-2004,01-03-2005
UK0030292,Tweed Estuary,SAC,England inshore,Northern North Sea,156.24,-2.011111111,55.77111111,,NE,555557216.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-03-2001,01-12-2004,01-04-2005
UK0030311,Firth of Tay and Eden Estuary,SAC,Scotland inshore,Northern North Sea,15441.63,-2.95,56.36666667,,SNH,220093.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-05-2002,01-12-2004,01-03-2005
UK0030317,Darwin Mounds,SAC,Scotland offshore,Atlantic North-West Approaches & Scottish Continental Shelf,137726.0,-7.2167,59.7583,,JNCC,555556964.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2008,01-12-2009,01-12-2015
UK0030352,Dogger Bank,SAC,England offshore,Southern North Sea,1233115.0,2.2189,54.8575,,JNCC,555556968.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2011,01-11-2012,01-09-2017
UK0030353,Haig Fras,SAC,England offshore,Western Channel and Celtic Sea,47569.38,-7.7823,50.2296,,JNCC,555557013.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2008,01-12-2009,01-12-2015
UK0030354,Scanner Pockmark,SAC,Scotland offshore,Northern North Sea,674.0,0.9694,58.2852,,JNCC,555557151.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2008,01-12-2009,01-12-2015
UK0030355,Wyville Thomson Ridge,SAC,Scotland offshore,Atlantic North-West Approaches & Scottish Continental Shelf,173995.0,-6.715,59.9736,,JNCC,555557224.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2010,01-11-2011,01-09-2017
UK0030357,Braemar Pockmarks,SAC,Scotland offshore,Northern North Sea,1143.0,1.4747,58.9864,,JNCC,555556938.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2008,01-12-2009,01-12-2015
UK0030358,North Norfolk Sandbanks and Saturn Reef,SAC,England offshore,Southern North Sea,360341.0,2.1208,53.3747,,JNCC,555557108.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2010,01-11-2011,01-09-2017
UK0030359,Stanton Banks,SAC,Scotland offshore,Minches and Western Scotland & Scottish Continental Shelf,81727.0,-7.9078,56.2347,,JNCC,555557175.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2008,01-12-2009,01-12-2015
UK0030363,North West Rockall Bank,SAC,Scotland offshore,Atlantic North-West Approaches,436526.0,-14.1678,57.7097,,JNCC,555557112.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2010,01-11-2011,01-09-2017
UK0030364,East Mingulay,SAC,Scotland inshore,Minches and Western Scotland,11510.87,-7.4058,56.7889,,SNH,555556977.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-09-2011,01-11-2012,2019-02-07 00:00:00
UK0030365,Red Bay,SAC,Northern Ireland inshore,Irish Sea,966.279,-6.024,55.114,,DAERA,555557136.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2010,01-11-2011,01-09-2017
UK0030368,Bassurelle Sandbank,SAC,England offshore,Eastern Channel,6709.0,1.0064,50.5931,,JNCC,555556927.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2010,01-11-2011,01-09-2017
UK0030369,"Haisborough, Hammond and Winterton",SAC,England inshore & England offshore,Southern North Sea,146759.0,1.966,52.841,,JNCC and NE,555557014.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2010,01-11-2011,01-09-2017
UK0030370,"Inner Dowsing, Race Bank and North Ridge",SAC,England inshore & England offshore,Southern North Sea,84514.0,0.721,53.257,,JNCC and NE,555557035.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2010,01-11-2011,01-09-2017
UK0030371,Margate and Long Sands,SAC,England inshore,Southern North Sea,64876.85,1.37,51.565,,NE,555557080.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2010,01-11-2011,01-09-2017
UK0030372,Lyme Bay and Torbay,SAC,England inshore,Eastern Channel & Western Channel and Celtic Sea,31246.73,-2.97,50.651,,NE,555557076.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2010,01-11-2011,01-09-2017
UK0030373,Start Point to Plymouth Sound & Eddystone,SAC,England inshore,Western Channel and Celtic Sea,34089.58,-3.984,50.21,,NE,555786150.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2010,01-11-2011,01-09-2017
UK0030374,Lizard Point,SAC,England inshore,Western Channel and Celtic Sea,13995.24,-5.256,49.968,,NE,555557064.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2010,01-11-2011,01-09-2017
UK0030375,Lands End and Cape Bank,SAC,England inshore,Western Channel and Celtic Sea,30203.63,-5.825,50.201,,NE,555786152.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2010,01-11-2011,01-09-2017
UK0030376,Shell Flat and Lune Deep,SAC,England inshore,Irish Sea,10567.49,-3.204,53.864,,NE,555557158.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2010,01-11-2011,01-09-2017
UK0030379,Pisces Reef Complex,SAC,Northern Ireland offshore,Irish Sea,873.0,-5.2519,54.1478,,JNCC,555557124.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2012,01-11-2013,01-09-2017
UK0030380,Wight-Barfleur Reef,SAC,England offshore,Eastern Channel,137344.0,-1.4736,50.2778,,JNCC,555557223.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2012,01-11-2013,01-09-2017
UK0030381,Croker Carbonate Slabs,SAC,Wales offshore,Irish Sea,11599.0,-5.228,53.47,,JNCC,555556959.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2012,01-11-2013,2019-09-05 00:00:00
UK0030382,Studland to Portland,SAC,England inshore,Eastern Channel,33184.28,-2.168,50.555,,NE,555557184.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2012,01-11-2013,01-09-2017
UK0030383,Skerries and Causeway,SAC,Northern Ireland inshore,Minches and Western Scotland,10867.43,-6.597,55.243,,DAERA,555557162.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2012,01-11-2013,01-09-2017
UK0030384,The Maidens,SAC,Northern Ireland inshore,Irish Sea,7464.05,-5.752,54.944,,DAERA,555557202.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2012,01-11-2013,01-09-2017
UK0030385,Pobie Bank Reef,SAC,Scotland inshore & Scotland offshore,Northern North Sea,96575.0,-0.2931,60.5297,,JNCC and SNH,555557127.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-2012,01-11-2013,01-09-2017
UK0030386,Solan Bank Reef,SAC,Scotland inshore & Scotland offshore,Scottish Continental Shelf,85593.0,-5.08,59.0008,,JNCC and SNH,555557163.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-2012,01-11-2013,01-09-2017
UK0030387,Anton Dohrn Seamount,SAC,Scotland offshore,Atlantic North-West Approaches,142861.0,-11.0232,57.2146,,JNCC,555556917.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-2012,01-11-2013,01-09-2017
UK0030388,Hatton Bank,cSAC,Scotland offshore,Atlantic North-West Approaches,1569433.0,-16.9687,59.2578,,JNCC,555557017.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-2012,,
UK0030389,East Rockall Bank,SAC,Scotland offshore,Atlantic North-West Approaches,369489.0,-12.91,57.6544,,JNCC,555556978.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-2012,01-11-2013,01-09-2017
UK0030393,Inner Hebrides and the Minches,SAC,Scotland inshore,Minches and Western Scotland,1381391.37,-6.1179,57.8292,,SNH,555624866.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-09-2016,01-12-2017,2018-12-17 00:00:00
UK0030395,Southern North Sea,SAC,England inshore & England offshore,Eastern Channel & Northern North Sea & Southern North Sea,3695054.0,1.7999,53.551,,JNCC and NE,555624872.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-01-2017,01-12-2017,2019-02-26 00:00:00
UK0030396,Bristol Channel Approaches / Dynesfeydd Môr Hafren,SAC,England inshore & England offshore & Wales inshore & Wales offshore,Western Channel and Celtic Sea,584994.0,-4.9093,51.0291,,JNCC and NE and NRW,555786435.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-01-2017,01-12-2017,2019-02-26 00:00:00
UK0030397,West Wales Marine / Gorllewin Cymru Forol,SAC,Wales inshore & Wales offshore,Irish Sea & Western Channel and Celtic Sea,737614.0,-4.8897,52.2687,,JNCC and NRW,555624861.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-01-2017,01-12-2017,2019-02-26 00:00:00
UK0030398,North Anglesey Marine / Gogledd Môn Forol,SAC,Northern Ireland offshore & Wales inshore & Wales offshore,Irish Sea,324949.0,-4.8279,53.5663,,JNCC and NRW,555786437.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-01-2017,01-12-2017,2019-02-26 00:00:00
UK0030399,North Channel,SAC,Northern Ireland inshore & Northern Ireland offshore,Irish Sea,160367.0,-5.2936,54.4555,,JNCC and DAERA,555624876.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-01-2017,01-12-2017,2019-02-26 00:00:00
NEW_0001,Sombrero Island Nature Reserve Marine Park,"Ramsar Site, Wetland of International Importance",United Kingdom,Unknown,994.8891671167488,,,01-01-2018,Unknown,555637442.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814201,,,,,
NEW_0002,Sandy Island,Marine Park,United Kingdom,Unknown,469.448358423951,,,01-01-1993,Unknown,32637.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814210,,,,,
NEW_0003,Prickly Pear Cays and Seal Island Reefs,Marine Park,United Kingdom,Unknown,2938.73597074852,,,01-01-1993,Unknown,32636.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814213,,,,,
NEW_0004,Sombrero Island Nature Reserve,Marine Park,United Kingdom,Unknown,994.8891671167488,,,01-01-1993,Unknown,32641.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814220,,,,,
NEW_0005,Grand Cayman East Grouper Hole,Grouper Spawning Site,United Kingdom,Unknown,88.849165996316,,,01-01-1985,Unknown,303916.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814222,,,,,
NEW_0006,Grand Cayman West Grouper Hole,Grouper Spawning Site,United Kingdom,Unknown,284.045533279173,,,01-01-2002,Unknown,303917.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814224,,,,,
NEW_0007,Jennifer Bay - Deep Well Marine Park,Marine Park,United Kingdom,Unknown,67.6980885332885,,,01-01-1986,Unknown,12798.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814232,,,,,
NEW_0008,Little Cayman East Grouper Hole,Grouper Spawning Site,United Kingdom,Unknown,322.388310535517,,,01-01-1985,Unknown,303912.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814234,,,,,
NEW_0009,Little Cayman West Grouper Hole,Grouper Spawning Site,United Kingdom,Unknown,142.701903194752,,,01-01-2002,Unknown,303913.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814238,,,,,
NEW_0010,Mary's Bay - East Point Replenishment Zone,Replenishment Zone,United Kingdom,Unknown,330.621956030611,,,01-01-1986,Unknown,12794.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814240,,,,,
NEW_0011,South Hole Sound Replenishment Zone,Replenishment Zone,United Kingdom,Unknown,348.075204028271,,,01-01-1986,Unknown,12795.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814242,,,,,
NEW_0012,South Sound Replenishment Zone,Replenishment Zone,United Kingdom,Unknown,290.315342409663,,,01-01-1986,Unknown,12779.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814244,,,,,
NEW_0013,West Bay Bight Marine Park,Marine Park,United Kingdom,Unknown,152.397061953257,,,01-01-1986,Unknown,12787.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814246,,,,,
