OBJECTID_1,Site_Name,Designation_Type,Link_to_CA,Link_to_GMA,Traffic_Light_Colour_using_80__,Notes,Number_of_Marine_Components,Perc_in_Fav_or_Unfav_Recover,GEOGRAPHIC_LOCATION,Country,EST_DATE,STATUS,SITE_CODE,LEAD,Features,Feature_Designation_Dates,Feature_Management_Approaches,Feature_Conditions,Feature_Favourable,Feature_Unfavourable_Recovering,Feature_Unfavourable_No_Change,Feature_Unfavourable_Declining,Feature_Partially_Destroyed,Feature_Destroyed,Feature_Not_Assessed
40,Fulmar ,MCZ,https://data.jncc.gov.uk/data/1fb8f79b-6bc8-4627-ad62-6cbd7666070d/Fulmar-4-Statements-v1.0.pdf,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/492376/mcz-fulmar-factsheet.pdf,Recovered/Recovering,,4,1,,England,,Designated,,,Ocean quahog (Arctica islandica); Subtidal mixed sediments; Subtidal mud; Subtidal sand,17/01/2016; 17/01/2016; 17/01/2016; 17/01/2016,Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition,Y; Y; Y; Y,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -
41,Offshore Brighton ,MCZ,https://data.jncc.gov.uk/data/c8852181-a0ab-4266-bcf6-62d44061a170/OffshoreBrighton-4-ConservationStatements-V1.0.pdf,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/492442/mcz-offshore-brighton-factsheet.pdf,Degraded/Degrading,,3,,,England,,Designated,,,High energy circalittoral rock; Subtidal coarse sediments; Subtidal mixed sediments,17/01/2016; 17/01/2016; 17/01/2016,Recover to favourable condition; Recover to favourable condition; Recover to favourable condition,Y; Y; Y,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -
42,Western Channel ,MCZ,https://data.jncc.gov.uk/data/c2eed00c-be7b-4598-b56e-9d0fdceed6c5/western-channel-4-conservation-statements-v1.0.pdf,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/492474/mcz-western-channel-factsheet.pdf,Degraded/Degrading,,2,,,England,,Designated,,,Subtidal coarse sediment; Subtidal sand,29/01/2016; 29/01/2016,Recover to favourable condition; Recover to favourable condition,Y; Y,-; -,-; -,-; -,-; -,-; -,-; -,-; -
43,North-West of Jones Bank ,MCZ,https://data.jncc.gov.uk/data/3a2fe0e6-ac24-437b-b32e-7e96d96c9a91/NWJB-4-ConservationStatements-v1.0.pdf,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/492439/mcz-north-west-jones-bank-factsheet.pdf,Degraded/Degrading,,5,,,England,,Designated,,,Sea-pen and burrowing megafauna communites; Subtidal coarse sediments; Subtidal mixed sediments; Subtidal mud; Subtidal sand,29/01/2016; 29/01/2016; 29/01/2016; 29/01/2016; 29/01/2016,Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition,Y; Y; Y; Y; Y,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -
44,Thanet Coast ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0017&SiteName=thanet&SiteNameDisplay=Thanet+Coast+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/915355/mcz-thanet-coast-2019.pdf,Recovered/Recovering,,11,,,England,,Designated,,,Blue mussel (Mytilus edulis) beds; Moderate energy circalittoral rock; Moderate energy infralittoral rock; Peat and Clay exposures; Ross worm (Sabellaria spinulosa) reefs; Stalked jellyfish (Calvadosia cruxmelitensis); Stalked jellyfish (Haliclystus spp); Subtidal chalk; Subtidal coarse sediment; Subtidal mixed sediments; Subtidal sand,12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 31/05/2019; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013,Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Recover to favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition,N; N; N; N; N; N; N; N; N; N; N,-; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -
45,Greater Haig Fras ,MCZ,https://data.jncc.gov.uk/data/a9f4fedf-5b3d-4ff2-9e1f-bd5bc91bc3e0/GHF-4-ConservationStatements-v1.0.pdf,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/492399/mcz-greater-haig-fras-factsheet.pdf,Degraded/Degrading,,6,0.1667,,England,,Designated,,,Haig Fras rock complex; Sea-pen and burrowing megafauna communites; Subtidal coarse sediments; Subtidal mixed sediments; Subtidal mud; Subtidal sand,29/01/2016; 29/01/2016; 29/01/2016; 29/01/2016; 29/01/2016; 29/01/2016,Maintain in favourable condition; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition,Y; Y; Y; Y; Y; Y,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -
46,Folkestone Pomerania ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0006&SiteName=folkestone%20pomerania&SiteNameDisplay=Folkestone+Pomerania+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/6103733112930304?category=1721481,Mixed_Picture,,6,,,England,,Designated,,,Fragile sponge and anthozoan communities on subtidal rocky habitats; High energy circalittoral rock; Honeycomb worm (Sabellaria alveloata) reefs; Ross worm (Sabellaria spinulosa) reefs; Subtidal coarse sediment; Subtidal sand,12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013,Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; Maintain in favourable condition; Maintain in favourable condition,N; N; N; N; N; N,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -
47,Kingmere ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0009&SiteName=kingmere&SiteNameDisplay=Kingmere+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/5715535983542272?category=1721481,Degraded/Degrading,,3,,,England,,Designated,,,Black seabream (Spondyliosoma cantharus); Infralittoral rock and thin sandy sediment; Subtidal chalk,12/12/2013; 12/12/2013; 12/12/2013,Recover to favourable condition; Recover to favourable condition; Recover to favourable condition,N; N; N,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -
48,Lundy ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0010&SiteName=lundy&SiteNameDisplay=Lundy+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/6740830576443392?category=1721481,Degraded/Degrading,,1,,,England,,Designated,,,,,,,,,,,,,
49,South Dorset ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0022&SiteName=south%20dorset&SiteNameDisplay=South+Dorset+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/915683/mcz-south-dorset-2019.pdf,Recovered/Recovering,,4,0.25,,England,,Designated,,,High energy circalittoral rock; Moderate energy circalittoral rock; Subtidal chalk; Subtidal coarse sediment,31/05/2019; 12/01/2016; 21/11/2013; 21/11/2013,-; -; -; -,Y; Y; Y; Y,-; -; -; 100%,100%; 100%; 100%; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -
50,Poole Rocks ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0014&SiteName=poole%20rocks&SiteNameDisplay=Poole+Rocks+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/909431/mcz-poole-rocks-2019.pdf,Mixed_Picture,,5,,,England,,Designated,,,Black seabream (Spondyliosoma cantharus); Couch's goby (Gobius couchi); Moderate energy circalittoral rock; Native oyster (Ostrea edulis); Subtidal mixed sediments,31/05/2019; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013,Recover to favourable condition; Recover to favourable condition; Maintain in favourable condition; Recover to favourable condition; Maintain in favourable condition,N; N; N; N; N,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -
51,The Manacles ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0018&SiteName=manacles&SiteNameDisplay=The+Manacles+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/5402553126748160?category=1721481,Mixed_Picture,,13,0.53846,,England,,Designated,,,Intertidal coarse sediment; Maerl beds; Moderate energy circalittoral rock; Moderate energy infralittoral rock; Moderate energy intertidal rock; Pink sea-fan (Eunicella verrucosa); Sea-fan anemone (Amphianthus dohrnii); Spiny lobster (Palinurus elephas); Stalked jellyfish (Haliclystus spp); Subtidal coarse sediment; Subtidal macrophyte-dominated sediment; Subtidal mixed sediments; Subtidal sand,12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 29/01/2016; 12/12/2013; 12/12/2013; 12/12/2013; 29/01/2016; 12/12/2013; 29/01/2016; 12/12/2013,Maintain in favourable condition; Recover to favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Recover to favourable condition; Maintain in favourable condition; Recover to favourable condition; Maintain in favourable condition; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; Maintain in favourable condition,Y; Y; Y; Y; Y; N; N; N; N; Y; Y; Y; Y,100%; -; 100%; 100%; 100%; -; -; -; -; 100%; -; 100%; 100%,-; 100%; -; -; -; -; -; -; -; -; 100%; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -
52,Upper Fowey and Pont Pill ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0020&SiteName=upper&SiteNameDisplay=Upper+Fowey+and+Pont+Pill+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/4928551543373824?category=1721481,Recovered/Recovering,,7,,,England,,Designated,,,Coastal saltmarshes and saline reedbeds; Estuarine rocky habitats; Intertidal coarse sediment; Intertidal mud; Intertidal sand and muddy sand; Low energy intertidal rock; Sheltered muddy gravels,12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 29/01/2016; 12/12/2013; 12/12/2013,Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition,N; N; N; N; N; N; N,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -
53,Skerries Bank and Surrounds ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0015&SiteName=skerries&SiteNameDisplay=Skerries+Bank+and+Surrounds+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/5157362033754112?category=1721481,Mixed_Picture,,13,0.6154,,England,,Designated,,,High energy infralittoral rock; High energy intertidal rock; Intertidal coarse sediment; Intertidal mixed sediment; Intertidal sand and muddy sand; Moderate energy circalittoral rock; Moderate energy infralittoral rock; Moderate energy intertidal rock; Pink sea-fan (Eunicella verrucosa); Spiny lobster (Palinurus elephas); Subtidal coarse sediment; Subtidal mud; Subtidal sand,12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013,-; -; -; -; -; -; -; -; Maintain in favourable condition; Recover to favourable condition; -; -; -,Y; Y; Y; Y; Y; Y; Y; Y; N; N; Y; Y; Y,100%; 100%; 100%; -; 100%; -; 100%; 100%; -; -; -; 100%; 100%,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; 100%; -; -; -; -; 100%; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; 100%; -; -; -; -; -; -; -; -; -
54,Torbay ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0019&SiteName=torbay&SiteNameDisplay=Torbay+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/915380/mcz-torbay-2019.pdf,Mixed_Picture,,14,,,England,,Designated,,,Intertidal coarse sediment; Intertidal mixed sediments; Intertidal mud; Intertidal sand and muddy sand; Intertidal underboulder communities; Long snouted seahorse (Hippocampus guttulatus); Low energy intertidal rock; Moderate energy intertidal rock; Native oyster (Ostrea edulis); Peacock's tail (Padina pavonica); Peat and clay exposures; Seagrass beds; Subtidal coarse sediment; Subtidal mud,12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 31/05/2019; 29/01/2016; 12/12/2013; 12/12/2013; 12/12/2013,Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Recover to favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Recover to favourable condition; Recover to favourable condition; Maintain in favourable condition,N; N; N; N; N; N; N; N; N; N; N; N; N; N,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -
55,Chesil Beach and Stennis Ledges ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0004&SiteName=chesil%20beach&SiteNameDisplay=Chesil+Beach+and+Stennis+Ledges+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/914539/mcz-chesil-beach-stennis-ledges-2019.pdf,Mixed_Picture,,9,,,England,,Designated,,,High energy circalittoral rock; High energy infralittoral rock; High energy intertidal rock; Intertidal coarse sediment; Native oyster (Ostrea edulis); Pink sea-fan (Eunicella verrucosa); Subtidal coarse sediement; Subtidal mixed sediments; Subtidal sand,31/05/2019; 29/01/2016; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 31/05/2019; 31/05/2019; 31/05/2019,Recover to favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Recover to favourable condition; Recover to favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition,N; N; N; N; N; N; N; N; N,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -
56,Tamar Estuary Sites ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0016&SiteName=tamar&SiteNameDisplay=Tamar+Estuary+Sites+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/6037040860758016?category=1721481,Degraded/Degrading,,5,0.2,,England,,Designated,,,Blue mussel (Mytilus edulis) beds; Intertidal biogenic reefs; Intertidal coarse sediment; Native oyster (Ostrea edulis); Smelt (Osmerus eperlanus),12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013,-; -; -; Recover to favourable condition; Recover to favourable condition,Y; Y; Y; N; N,-; -; 100%; -; -,-; -; -; -; -,-; -; -; -; -,100%; 100%; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -
57,Fylde ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0007&SiteName=fylde&SiteNameDisplay=Fylde+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/4933233460379648?category=1721481,Recovered/Recovering,,2,1,,England,,Designated,,,,,,,,,,,,,
58,Swallow Sand ,MCZ,https://data.jncc.gov.uk/data/2cfe24e5-b3c4-4670-b085-e6766c0930b8/SwallowSand-4-ConservationStatements-v1.0.pdf,https://data.jncc.gov.uk/data/2cfe24e5-b3c4-4670-b085-e6766c0930b8/SwallowSand-4-ConservationStatements-v1.0.pdf,Recovered/Recovering,,3,1,,England,,Designated,,,North Sea glacial tunnel valleys; Subtidal coarse sediment; Subtidal sand,21/11/2013; 21/11/2013; 21/11/2013,Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition,Y; Y; Y,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -
59,The Canyons ,MCZ,https://data.jncc.gov.uk/data/d6db74b3-78b5-454b-bd23-d40b2c3c9835/TheCanyons-4-ConservationStatements-V2.0.pdf,https://data.jncc.gov.uk/data/d6db74b3-78b5-454b-bd23-d40b2c3c9835/TheCanyons-4-ConservationStatements-V2.0.pdf,Mixed_Picture,,4,0.25,,England,,Designated,,,Cold-water coral reefs; Coral gardens; Deep-sea bed; Sea-pen and burrowing megafauna communites,21/11/2013; 31/05/2019; 21/11/2013; 31/05/2019,Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; Maintain in favourable condition,Y; Y; Y; Y,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -
60,East of Haig Fras ,MCZ,https://data.jncc.gov.uk/data/aea3f991-28c1-4201-b99c-8f6fca7af930/EHF-4-ConservationStatements-V2.0.pdf,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/914511/mcz-east-haig-fras-2019.pdf,Degraded/Degrading,,7,,,England,,Designated,,,Fan mussel (Atrina fragilis); High energy circalittoral rock; Moderate energy circalittoral rock; Sea-pen and burrowing megafauna communites; Subtidal coarse sediments / subtidal mixed sediments mosaic; Subtidal mud; Subtidal sand,31/05/2019; 31/05/2019; 21/11/2013; 31/05/2019; 21/11/2013; 21/11/2013; 21/11/2013,Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition,Y; Y; Y; Y; Y; Y; Y,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -
61,South-West Deeps (West) ,MCZ,https://data.jncc.gov.uk/data/dcc52c4d-175e-40a4-9f9f-307ed8783684/SWDW-4-ConservationStatements-v1.0.pdf,https://data.jncc.gov.uk/data/dcc52c4d-175e-40a4-9f9f-307ed8783684/SWDW-4-ConservationStatements-v1.0.pdf,Degraded/Degrading,,6,0.166,,England,,Designated,,,Celtic Sea relict sandbanks; Fan mussel (Atrina fragilis); Subtidal coarse sediment; Subtidal mixed sediments; Subtidal mud; Subtidal sand,21/11/2013; 12/01/2016; 21/11/2013; 21/11/2013; 12/01/2016; 21/11/2013,Maintain in favourable condition; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition,Y; Y; Y; Y; Y; Y,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -
62,North East of Farnes Deep ,MCZ,https://data.jncc.gov.uk/data/5c5def7f-e1a0-4a7f-8078-a0ff3050a4fb/NEFD-4-ConservationStatements-V1.0.pdf,https://data.jncc.gov.uk/data/5c5def7f-e1a0-4a7f-8078-a0ff3050a4fb/NEFD-4-ConservationStatements-V1.0.pdf,Recovered/Recovering,,5,1,,England,,Designated,,,Ocean quahog (Arctica islandica); Subtidal coarse sediments; Subtidal mixed sediments; Subtidal mud; Subtidal sand,12/01/2016; 21/11/2013; 12/01/2016; 12/01/2016; 21/11/2013,Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition,Y; Y; Y; Y; Y,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -
63,Padstow Bay and Surrounds ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0012&SiteName=padstow&SiteNameDisplay=Padstow+Bay+and+Surrounds+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/5663997181296640?category=1721481,Recovered/Recovering,,9,,,England,,Designated,,,High energy circalittoral rock; High energy infralittoral rock; High energy intertidal rock; Intertidal coarse sediment; Intertidal sand and muddy sand; Moderate energy infralittoral rock; Moderate energy intertidal rock; Pink sea-fan (Eunicella verrucosa); Spiny lobster (Palinurus elephas),12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013,Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Recover to favourable condition,N; N; N; N; N; N; N; N; N,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -
64,Aln Estuary ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0001&SiteName=aln&SiteNameDisplay=Aln+Estuary+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/6657233332994048?category=1721481,Recovered/Recovering,,4,,,England,,Designated,,,Coastal Saltmarshes and Saline Reedbeds; Esturine Rocky Habitats; Intertidal Coarse Sediment; Intertidal Mixed Sediments; Intertidal Mud,31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019,Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition,N; N; N; N; N,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -
65,Beachy Head West ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0002&SiteName=beachy%20head&SiteNameDisplay=Beachy+Head+West+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/5988214867230720?category=1721481,Mixed_Picture,,14,,,England,,Designated,,,Blue mussel (Mytilus edulis) beds; High energy circalittoral rock; Infralittoral muddy sand; Infralittoral rock and thin sandy sediment; Infralittoral sandy mud; Intertidal coarse sediment; Littoral chalk communities; Moderate energy circalittoral rock; Native oyster (Ostrea edulis); Short snouted seahorse (Hippocampus hippocampus); Subtidal chalk; Subtidal mixed sediments; Subtidal mud; Subtidal sand,12/12/2013; 29/01/2016; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 29/01/2016; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013; 12/12/2013,Maintain in favourable condition; Recover to favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Recover to favourable condition; Recover to favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition,N; N; N; N; N; N; N; N; N; N; N; N; N; N,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -
